1	1	58.9952465	85	258
1	1	65.91555916	81	258
1	1	52.46980608	149	264
1	1	57.52700571	86	258
2	0.902985075	53.48247015	42	155
2	0.895910781	55.52975953	74	185
2	0.969111969	47.27220373	61	156
2	0.9921875	51.15178841	33	145
3	0.355555556	14.33264808	111	140
3	0.609120521	26.86633688	142	196
3	0.485207101	36.69177232	114	189
3	0.653594771	57.19835061	84	204
